word,count
goh,377047
pou,376948
tsh,376499
snc,376352
nim,376352
agl,376046
hcm,375767
dvt,375367
srf,375310
cef,374970
mha,374787
nex,374763
wdc,374762
wds,374716
prm,374588
jdo,374358
tda,374305
lyd,374045
dcd,373893
jie,373839
llb,373721
pfd,372716
kla,372542
teg,372470
tcf,372342
omc,372299
kth,372020
ugc,371972
nhc,371599
yaw,371549
gse,371463
ero,371377
pml,371069
jsa,370897
fsr,370713
irv,370572
unf,370338
vla,370304
hks,370147
hae,370110
cpf,370077
frf,369949
kap,369567
csk,369445
pgc,369361
emm,369180
gpr,369068
bru,369057
ilt,369044
mav,369030
nld,368863
ukr,368798
pgk,368788
kem,368725
aco,368590
vxi,368429
lgs,368151
cjd,368142
grr,368018
ebm,367849
iru,367728
lwp,367627
tfm,367274
mii,367228
huw,367143
tog,366725
cyc,366709
laa,366597
cfu,366372
svm,366360
iau,366176
wfc,366155
gof,365973
wri,365815
ory,365804
hie,365793
bcf,365790
tsl,365479
iic,365429
thm,365414
avo,365166
cil,365011
kol,365005
hov,364782
ccu,364368
syp,364309
pch,363800
htr,363678
enh,363648
lvs,363592
ize,363540
iod,363529
ior,363513
qpf,363391
lyx,363370
irt,363103
nev,363034
adu,362939
ird,362917
vdo,362767
tgs,362606
pvd,362257
irm,361833
yue,361748
piu,361747
viv,361429
spb,361317
gos,361251
fwy,361251
nou,361210
fiu,361162
gpf,360803
iaa,360800
ggc,360479
tpg,360385
lfn,360277
rbl,359998
kot,359730
epm,359166
dwf,358947
blo,358645
dzd,358317
ipf,358184
pmr,357784
vuv,357529
yag,357323
djf,357041
pcv,357038
xia,356902
kis,356717
ife,356662
uct,356530
naw,356441
prb,356243
blr,356235
ler,355886
dwt,355788
voy,355769
gcd,355743
bwp,355637
mpm,355388
eck,355223
gnf,354967
dak,354800
gbs,354658
kek,354575
lss,354230
nte,354194
ksh,353983
wuc,353931
moy,353834
ung,353622
mmk,353589
llm,353471
grt,353314
hra,353175
fyr,353119
jni,352900
gah,352596
wts,352164
leh,351928
xof,351830
glx,351515
ldb,351350
eef,351302
phc,350885
avm,350700
bln,350618
cph,350530
mkv,350352
lkr,350331
dnv,349874
myv,349821
igt,349787
ddb,349763
dmb,349581
chk,349534
rer,349437
kyd,349354
gsd,348884
ddp,348669
bbn,348250
hew,347543
jdc,347207
mbt,347177
ied,347163
sdb,347034
dws,346724
epg,346603
bsg,346586
pbi,346525
jtc,346402
xcd,346398
ysl,346167
dez,346025
fci,346024
pcn,345846
jds,345571
lmp,345549
phx,345428
rdg,345352
npi,345142
vso,344921
bpp,344765
kmc,344733
rog,344672
ghs,344636
xid,344575
cwc,344572
kaw,344552
ves,344535
cne,344313
bct,344047
pva,344046
cmx,343995
tgt,343900
nnp,343817
alo,343753
cii,343705
fdl,343548
npn,343402
slm,343350
akt,343315
dmm,343239
gpt,342948
wam,342690
fmp,342689
rya,342539
umr,342302
gga,341923
oqo,341901
nym,341813
npv,341656
xmb,341647
coh,341239
dsb,341075
cdo,341003
eer,340733
pdd,340686
cnd,340479
hrp,340462
tnr,340455
pfa,340049
azt,339985
gpi,339942
aah,339838
mhd,339789
cll,339530
vmi,339492
pye,339429
edr,339334
cvp,339299
uwm,339200
asg,339081
dmp,338987
wol,338872
voi,338792
xss,338572
lov,338238
hnd,338230
arv,338094
twc,337896
brk,337682
bcn,337581
gyd,337456
wnt,337401
bhi,337324
hup,337209
sjc,337133
ebx,337096
foc,337086
nwo,337048
tlb,336951
etp,336951
hac,336919
cck,336550
whl,336387
pdi,336314
fmr,336263
sgm,336154
gsn,336029
gec,335962
osb,335905
wef,335871
mek,335794
jmc,335695
zea,335427
oam,335301
cvr,335034
afd,335007
ake,334734
mzm,334503
jnr,334392
odm,334384
dnn,334383
nul,334372
ecx,334257
axl,334239
yoy,334221
doz,334048
bsl,334041
ood,333964
rme,333893
nsg,333791
cfe,333608
prl,333340
nlg,333289
paa,333226
pfs,333194
aab,333019
vsx,332943
bda,332837
brt,332578
tfp,332539
fov,332399
rur,331940
ccn,331731
pcf,331650
bph,331465
oci,330868
wmc,330625
hdb,330515
yor,330085
tbr,330049
crv,329986
amx,329975
fru,329911
ruf,329486
nhu,329390
vpu,329227
plu,329174
sgp,329166
lhr,329071
shn,328918
lma,328545
tob,328514
yau,328190
raz,327599
srd,327446
cft,327397
atd,327315
hbc,327136
eba,327078
dro,326998
jfs,326939
sqr,326892
vul,326856
wsf,326711
dut,326522
tuv,326410
riv,326285
axp,326176
wcb,326161
pme,326016
kmf,325895
wth,325864
vtd,325824
nyy,325397
fip,325271
gud,325134
ckt,325028
huy,324952
gwb,324892
esm,324868
asw,324674
esg,324592
aph,324143
gsk,324113
pso,324040
sgc,323847
pcu,323432
aio,323024
ewr,322930
lbw,322603
aod,322481
cau,322418
ebv,322070
tmo,321595
iwm,321503
cfb,321273
ohv,320618
mtm,320579
agn,320410
tmi,320354
peu,320312
owa,320075
uvb,320056
gtd,319866
xaf,319750
suo,319556
bti,319534
fco,319226
tgi,319177
exh,319140
kho,319021
jps,318764
joo,318611
fie,318365
hod,318155
dsd,318146
ura,318144
nyg,317794
ssf,317783
aaf,317657
wom,317649
hmg,317177
neh,317145
yuk,317091
hrh,317046
ido,316998
tqm,316929
zao,316917
hsd,316425
tti,316180
mui,316106
gsf,316090
ili,316075
ghb,316011
itn,315669
psv,315597
abq,315543
pht,315523
lbc,315465
kzt,315275
pfp,315180
bau,315158
gci,314472
myt,314297
anr,313909
erf,313847
cht,313748
jce,313738
lmt,313305
fmd,313281
jhb,313263
cof,313194
ndb,313135
pyg,313117
tte,313098
gib,313026
lrt,313001
mrf,312948
bha,312834
obv,312699
scu,312636
ipg,312440
qrp,312413
bdl,312314
uaf,312077
swb,311958
aby,311870
tmr,311726
gcm,311726
rsf,311516
bui,311498
bdr,311486
feu,311393
tox,311337
aal,311213
bou,311196
apf,311026
pbm,310947
rcu,310821
eti,310661
zoc,310634
gpp,310611
kcc,310230
ehr,309913
lub,309903
hig,309877
dpd,309709
kio,309154
bmt,309062
gct,309035
jmu,308794
hct,308592
lfp,308403
bta,308370
zsa,308363
yat,308249
hws,308199
bzd,308084
ncb,307797
mcn,307774
hib,307336
pgn,307264
omp,307039
tmg,306868
evt,306787
kyu,306709
otk,306639
prv,306627
ttg,306562
bsf,306562
gdc,306422
cbb,306298
dhb,306217
egy,305794
iqd,305777
wsh,305752
mrd,305646
dtn,305561
qsc,305305
gld,305281
ept,305059
swd,304838
tgc,304723
skt,304581
jla,304355
ois,304334
upp,304300
anp,304169
twi,304057
pbk,303988
mwk,303798
uis,303760
wsa,303564
gtm,303500
hmb,303489
lra,303170
eib,303007
iwa,302836
epd,302742
omi,302733
lom,302659
esx,302379
fap,302034
xdr,301814
dou,301723
hte,301534
gtq,301463
lti,301323
szl,301233
oce,301063
cbf,301057
pae,300988
sng,300794
evs,300682
aum,300582
kef,300574
zwd,300571
muc,300458
eme,300375
fdf,300308
pna,300293
kmt,300216
ipn,300073
rch,300017
mrl,299992
tlf,299984
lsf,299938
bub,299865
swc,299477
plp,299391
sah,299279
uim,299156
eal,299156
vde,299138
cgr,298735
nwr,298725
jcp,298709
rsn,298476
khr,298404
rup,298073
lav,297904
fau,297859
hcr,297773
pmo,297554
sty,297523
kdf,297466
spk,297138
sbr,297108
cxo,297107
rdm,296992
sfb,296812
zin,296797
fgs,296626
cud,296395
ums,296267
apx,296242
vpr,296091
alk,295738
roz,295717
whs,295553
fpd,295485
lvw,295424
ick,295133
mre,295055
dwp,295055
tzs,294915
rpr,294670
itb,294575
xdm,294514
bli,294461
ccj,294405
bdc,294188
mle,294125
hij,294033
ily,293470
oom,293380
erk,293380
ssu,293312
qtl,293098
cwb,293006
aib,292947
prk,292881
xpm,292845
caw,292692
eun,292673
ilp,292570
meo,292356
brn,292335
tle,292174
iaq,292095
anf,292080
gsb,292072
uaa,292061
vrf,291982
ete,291953
hye,291859
cth,291601
lch,291575
yyy,291539
sdo,291471
spn,291467
mto,291445
gua,291170
jou,290843
aln,290705
gtt,290562
isb,290552
wgs,290501
ebu,290467
ede,290375
fmf,290231
dfx,290090
shb,289944
fsl,289914
pib,289811
iei,289734
dml,289626
jmx,289549
lgb,289413
aif,289290
czy,289106
ddo,289094
bhc,289079
ibo,288919
aqa,288907
erd,288885
rfk,288837
sif,288576
nif,288301
tsf,288196
bdb,288190
cgg,287886
dpw,287828
lvn,287785
cvt,287779
nud,287704
ofs,287557
vex,287473
isg,287350
wdw,287340
nbd,287173
mdk,287160
klv,286886
svd,286497
tpo,286418
gso,286329
fep,286232
tbe,286211
bni,286200
bcb,286182
kdm,286009
enn,285925
jjj,285184
pka,285066
pif,285065
bez,285026
rwy,284978
eqn,284787
ctb,284557
esv,284501
dbt,284449
dse,284421
vpx,284290
kwa,284227
mjd,284119
lwb,284104
cvb,284093
cky,283983
tcd,283918
lfc,283716
siv,283713
iir,283634
drb,283617
zou,283390
mox,283352
mnc,283261
udc,283147
hri,282986
cjn,282853
utr,282851
acq,282686
gme,282570
fkp,282566
xpf,282559
nii,282399
mbp,282172
cdk,282049
lye,282007
dfc,281932
vch,281825
mmd,281775
tml,281527
ndi,281461
eko,281455
rha,281361
cmh,281225
chw,280965
uca,280579
diz,280576
clm,280575
aai,280354
kpw,280173
apb,280156
wda,280124
pjs,280118
nwp,280059
oph,279734
iwo,279704
mwy,279692
hsr,279660
ajp,279644
frg,279582
dva,279557
nch,279535
vsp,279529
npo,279137
lns,279082
jha,278758
haq,278710
lig,278581
mlt,278533
mrm,278464
vfp,278411
sht,278320
mfn,278241
tah,278131
syr,277868
rxr,277836
kbc,277557
vse,277114
scb,277113
mut,276922
fae,276817
kaj,276489
atw,276309
ahp,276227
apy,276175
tnx,276152
lpt,275989
lxf,275933
yad,275903
bto,275846
jee,275665
ltu,275584
lus,275492
tgz,275468
tpe,275152
dlo,275011
hpr,274937
hrw,274887
nbl,274846
bnf,274775
iat,274586
fot,274518
clb,274508
nwc,274504
hau,274377
mvl,274245
cni,274134
pex,274132
tpp,274104
gaf,274094
bdi,273937
inh,273932
tmf,273901
pik,273744
dud,273654
jcs,273629
sgn,273523
ipe,273504
eni,273389
rov,273347
pks,273328
dga,273145
aoi,272886
oka,272432
dtu,272334
hsf,272184
vts,272167
hfa,272027
itd,271909
eod,271726
pnn,271668
rak,271589
fsk,271585
ifo,271197
rtg,271195
vik,271156
nuc,271122
nlt,271109
orp,271060
nsm,271058
eop,271010
cva,270908
dsg,270825
ahi,270786
jad,270762
gvc,270085
pru,270015
wpc,269959
nzs,269933
wuz,269748
loe,269724
trm,269581
wtr,269323
tul,269310
lez,269264
cpn,269194
phr,269180
amn,269118
fmu,269025
goi,268998
jhu,268964
rge,268676
myo,268573
ool,268518
ecf,268432
gsh,268356
wll,268287
dfm,268169
adh,268083
igc,268012
rtw,267981
bgn,267603
pgi,267504
rdt,267478
iht,267120
usv,267027
cjc,267022
mvm,266950
avt,266930
dpl,266508
wmu,266362
thf,266352
wsr,266256
cgm,266123
bep,265739
uhs,265675
dph,265315
nhx,264956
rra,264937
drx,264622
rmr,264518
ddf,264500
cdu,264317
uzi,264076
veh,264018
iai,263938
shc,263892
lhp,263882
ngi,263728
vtc,263511
edb,263506
gna,263439
vui,263327
wcm,263293
tmd,263261
fug,263203
yma,263093
isf,263088
rpl,262839
afn,262829
ryo,262750
rdn,262605
gph,262364
whe,262108
xpp,262092
mik,261938
lgt,261871
mbh,261610
flc,261463
iza,261239
hhb,261049
vha,260783
jno,260782
uac,260695
dik,260654
haj,260642
amw,260520
aet,260506
bdo,260287
fwz,260197
vco,260190
lcl,260189
rpf,260129
rwc,260108
rtv,260106
nzl,259999
kym,259929
lox,259880
svk,259861
gtz,259758
brm,259704
tpu,259665
mml,259595
aam,259590
shh,259490
tlm,259160
btl,259124
frn,258615
lae,258575
ftr,258464
amm,258334
msv,258224
abv,258135
amu,258070
dch,258020
stv,257690
bbx,257563
wnv,257539
vmd,257500
fdo,257434
fmv,257420
dmo,257357
mtt,257340
nrp,257338
fgf,257330
ifi,257217
xap,257214
lrp,256745
jta,256649
fsd,256441
hgt,256337
lue,256326
cln,256114
psk,256065
cvn,256032
idi,255923
jcu,255890
suh,255886
ggt,255710
twu,255182
caz,255087
sbl,254809
gmr,254808
mbl,254783
itw,254736
ddn,254730
bdm,254670
cwi,254630
kpc,254537
sge,254322
ebt,254028
ihm,253971
ntg,253941
jep,253816
rcl,253752
mdn,253724
swm,253679
rie,253459
vmc,253377
rth,253303
gmb,253269
cah,253223
rws,253192
sfm,253164
noh,252952
jfc,252683
pgd,252547
rcv,252512
prr,252461
ahc,252412
drp,252325
epx,252273
inl,252157
nua,252150
fll,252119
atu,252066
stw,251853
suz,251748
voz,251657
lte,251608
azo,251512
bsm,251169
uke,251126
lij,250916
ier,250669
fls,250667
hyb,250614
vtx,250610
bhe,250587
jde,250586
arh,250576
nct,250344
htt,250322
iow,250258
pfm,250198
lut,250191
oif,250130
mwr,250035
aql,249919
cib,249861
zan,249796
ecj,249771
eug,249697
mpf,249609
nsd,249354
mns,249283
rdb,249219
wsm,249172
sov,249017
itg,248999
icb,248952
bim,248902
iah,248866
mvd,248755
yai,248749
dmf,248712
orn,248604
sne,248581
btr,248531
stt,248469
etv,248337
giv,248256
fdp,248195
eby,248083
reu,248003
ijk,247863
ngk,247836
ftb,247678
onc,247670
rew,247554
ufa,247420
lsh,247307
xcr,247277
wij,247211
wgn,247130
iud,247006
bnb,246847
fut,246762
fxs,246737
mgh,246720
fcu,246714
rdi,246641
txu,246617
bbk,246439
psw,246395
hcn,246365
raa,246212
qiu,246161
obd,246088
zeo,246019
xiu,245973
suf,245933
nen,245888
wut,245861
aom,245789
bth,245771
gic,245469
rgs,245215
uyp,245039
urc,245025
ohp,244962
sqn,244853
bdu,244812
fcm,244672
nmd,244617
iim,244546
zug,244411
eml,244309
vey,244195
hcf,244186
vlt,244081
fcl,244055
spu,244051
tbt,244043
vcx,243996
ech,243962
tks,243836
uhl,243789
ftv,243722
egs,243717
lyr,243552
gzz,243492
fbs,243489
xms,243458
wwp,243417
ibi,243340
nfp,243274
mbm,243256
sik,243122
hia,243086
wrd,243029
mij,243025
fou,242815
hcd,242766
ibp,242708
kyl,242699
pkk,242559
bpt,242556
mok,242414
nhi,242306
nmm,242232
wba,242093
ntr,242034
daa,242019
awp,242012
fum,241555
dib,241496
tsd,241427
lhd,241327
icj,241230
ipd,241165
scx,241100
hpb,240932
yar,240912
toh,240892
fup,240743
mmt,240604
fsw,240586
pbd,240328
ump,240262
poh,240262
iwi,240224
unr,240197
ult,240166
lft,240063
oad,239909
pmg,239815
eot,239728
lfa,239678
dsh,239582
oba,239450
mbi,239345
jsi,239240
wra,239178
rcr,239013
obl,238902
nzx,238837
xed,238810
oke,238553
nve,238328
qaa,238289
qam,238179
dtw,238091
opn,237939
gda,237889
nol,237760
rly,237735
bie,237728
adw,237548
mfm,237427
afv,237380
khs,237169
ofr,237075
kut,236962
hsg,236954
nhk,236936
zrt,236909
rjr,236716
twt,236348
eil,236232
pns,236112
hlp,235891
dok,235811
oot,235743
mxp,235705
oly,235468
gfe,235439
enl,235314
jmb,235238
hhp,235176
ivc,235169
dta,235108
hak,235085
kpn,234768
yuh,234563
icw,234521
bvs,234520
gml,234494
itr,234270
egl,234217
wse,233972
tdf,233944
noo,233938
yaz,233810
aho,233777
xtr,233698
exs,233689
bne,233554
ppf,233533
pxe,233485
trf,233458
gpd,233272
pgh,233096
gfa,232838
ibf,232699
lso,232630
hme,232621
qts,232576
vds,232561
fcr,232548
ege,232494
jfw,232465
dbp,232337
afe,232236
awl,232039
lpm,231979
sbm,231975
imr,231420
vpp,231370
dsw,231334
mrq,231181
ftw,231010
lpp,231007
ohr,230832
liq,230806
rpp,230593
srw,230518
eom,230112
pli,229817
dlm,229642
hpf,229560
fnc,229490
tno,229365
kul,229307
odf,229071
ifb,229061
sbt,228975
tpd,228972
lre,228775
uua,228753
laf,228593
lpl,228578
ttb,228577
oie,228491
tgv,228486
mpw,228292
rtu,228179
vle,228134
sju,228113
saj,228111
kak,227967
gii,227923
byo,227918
qrs,227877
odc,227873
yzf,227802
jor,227788
ttu,227742
efg,227672
lha,227666
mng,227658
hpd,227560
wpm,227281
uro,227273
rix,227162
iif,226984
yac,226972
doq,226823
awn,226727
nso,226698
xeu,226587
ift,226145
vmt,226141
ojb,226084
rou,226001
jhs,225966
xmm,225853
iag,225802
mef,225659
fye,225270
hcb,225184
gmm,225178
zon,225156
gnr,225122
npe,225044
mgo,224794
mbb,224739
gav,224660
jra,224476
wsb,224437
syl,224437
btm,224379
mna,224205
fse,224124
ldd,224099
whm,223854
oud,223832
hnc,223809
kya,223787
tmt,223732
sft,223694
rhn,222984
pdv,222761
vws,222728
bgm,222701
kac,222675
ffp,222615
edl,222518
iov,222306
waa,222197
ahr,222183
tgg,222147
hpt,222111
bsw,222027
tuy,222005
cjr,221977
adg,221950
flg,221943
dku,221665
iub,221529
pno,221520
sve,221486
hjc,221471
ggi,221444
hyg,221420
mif,221021
gur,221008
tlr,220851
ptl,220830
hta,220790
aao,220721
lci,220689
rrd,220576
bjs,220396
koe,220308
obc,220242
wcg,219987
apv,219984
gom,219911
wca,219889
fns,219819
oos,219813
tmb,219759
upr,219735
buh,219665
kzn,219543
fbc,219463
pmn,219370
soh,219358
piv,219338
gcp,219255
tbp,219245
cmn,219220
tib,219214
dxg,219155
lgw,219138
zio,219045
ibt,218997
dyo,218988
ial,218578
nmb,218288
tdh,218239
plb,218159
jcl,218114
dge,217999
shm,217904
nvs,217793
gau,217780
sry,217634
fnb,217461
ihe,217446
tpf,217394
ffy,217349
uin,217271
rul,217192
cpx,217171
sqa,217081
phb,217069
rpo,217043
fmi,216799
brb,216699
nto,216681
btx,216671
rcf,216597
wny,216498
aub,216320
eed,216146
vrc,216042
tdb,216038
hhr,216030
lnp,215754
lir,215674
svu,215633
fce,215626
pnw,215459
zvi,215442
rnk,215405
dnt,215314
nmu,215215
gmf,215200
dys,215189
lnk,215148
dfp,215133
cnp,215096
trv,215026
hdw,215022
nma,214806
tuk,214793
ewg,214714
aks,214610
sok,214330
lfo,214309
bgg,214307
mfd,214019
ksl,213863
hsb,213856
muh,213779
wfs,213748
ume,213735
ulu,213538
bpx,213530
wud,213395
wft,213287
mht,213087
fli,213060
eep,212963
mbd,212840
ull,212828
pph,212808
kil,212688
gns,212594
cyd,212505
rcb,212432
mmg,212427
ksi,212357
qpr,212335
tvb,212332
sbb,212245
ohl,212081
bte,212063
msy,212050
sii,212012
kau,211893
rlg,211705
pok,211701
nfi,211583
hlt,211524
umb,211275
hvr,211231
byd,211197
hsl,211158
krk,211147
fcb,211123
gws,211047
lml,211028
iin,210953
uce,210932
odu,210744
sck,210700
wbe,210624
iws,210543
sfg,210507
unu,210228
iof,210142
ffc,210014
kft,209769
glw,209682
tph,209669
dhr,209353
nig,209045
mld,208968
bpc,208935
hma,208839
arx,208734
ojo,208510
fbr,208398
bix,208320
rhd,208293
pdg,208271
rwe,208152
baw,207959
btp,207928
kof,207914
ptb,207853
vaz,207713
nsb,207591
gtl,207536
mck,207495
nof,207486
ivs,207397
qol,207375
ank,207359
aex,207178
lel,207168
pgr,207126
bex,206989
crk,206868
idu,206830
erl,206790
nyo,206590
ceb,206512
pbt,206510
lrb,206472
edw,206245
hdt,206149
vtt,206097
mnr,205975
fpr,205943
juv,205924
omd,205919
nfr,205823
mdd,205813
vcp,205800
uda,205799
yel,205717
jca,205672
odo,205629
rdl,205526
dve,205471
kbr,205431
bhm,205334
rft,205328
gva,205178
opd,205088
sdj,205054
nyp,204940
oor,204910
dox,204797
uco,204780
iaw,204761
vag,204756
ngf,204750
sdt,204696
pui,204622
anx,204555
ukc,204554
blc,204515
ncm,204479
cyt,204435
vls,204411
hpl,204291
dux,204200
diu,204162
lxi,204094
ndf,203954
sre,203926
cuc,203901
imb,203864
svo,203822
puk,203688
wso,203663
rvr,203630
ock,203601
haa,203462
zog,203458
chh,203401
esn,203380
kir,203371
yha,203262
tvt,203244
zyx,203105
hmp,203030
flp,203027
uwo,202927
yow,202916
rfu,202870
eif,202868
sbu,202744
ntd,202563
jpm,202541
beh,202530
hku,202520
dwm,202370
fbt,202369
mpb,202152
duk,202111
mmn,202053
mrk,201918
lgi,201901
eez,201860
hch,201799
gue,201687
lbf,201372
esh,201252
twr,201241
wsg,201206
ngu,201115
gsu,201105
pkd,201100
cvg,201099
avy,201079
lmr,200957
jck,200932
bso,200806
buu,200787
oag,200728
sln,200667
vsi,200658
uks,200637
frt,200629
boh,200588
dbu,200535
pgl,200534
cpy,200301
kha,200227
ude,200145
nyj,200105
goe,200069
nyr,199990
eke,199770
gwp,199701
pfe,199680
bfp,199644
nbt,199488
oap,199441
dsk,199263
cvi,199144
jez,198967
ezy,198953
cgw,198842
wrs,198818
vsu,198795
nrk,198794
ifj,198771
iup,198737
vpa,198706
hlc,198671
mbo,198666
avx,198632
ocl,198530
wex,198461
vay,198256
jbs,198166
duy,198079
fct,198039
gru,198034
cex,197847
hii,197813
bry,197784
nrf,197777
doy,197706
oaf,197487
fpp,197484
dfn,197483
rff,197465
ldi,197451
baf,197322
efe,197290
swx,197196
adk,197163
gbh,197130
cnm,197009
whp,197004
usl,196997
frd,196962
itz,196955
jts,196873
lmu,196867
glb,196859
vvv,196807
kjs,196764
irf,196620
drk,196494
jkl,196277
gea,196181
ega,196065
ghr,195948
uls,195884
kyb,195797
gmu,195787
vsl,195756
dii,195675
agf,195446
kod,195416
sfd,195393
eor,195343
eiu,195321
crg,195099
geb,195006
ckd,194796
vam,194408
vap,194407
faz,194312
bbi,194278
ldo,194273
kpi,194161
sxn,194128
bwc,194087
wfo,194042
oof,193930
gcr,193877
fhl,193806
epn,193753
pnm,193639
oon,193520
zal,193470
aza,193464
hco,193355
ndr,193259
kum,193151
gbe,193132
ndn,193008
ahd,192815
ckc,192784
ptd,192777
vgp,192773
dsf,192740
glm,192706
lru,192499
xli,192484
btk,192463
osl,192335
vta,192291
onr,192275
dfb,192180
wmt,192124
buz,192097
onu,192029
leb,191947
rfg,191929
evc,191922
poz,191876
bpr,191812
cpj,191768
gni,191670
fna,191567
dmu,191556
blv,191448
rre,191388
skc,191382
ptv,191329
nni,191318
ule,191226
oau,191219
eog,191218
klh,191141
ocn,191083
ocf,191057
igh,191038
wyn,190988
ajr,190844
awc,190823
jmf,190770
tpn,190666
yuv,190554
mfl,190468
hbk,190360
dek,190264
gog,190201
tni,190189
hnn,190089
oea,190084
mlf,190051
heu,189947
xpi,189942
naz,189929
hpp,189827
evm,189784
lld,189621
uup,189572
vsb,189524
lrn,189416
jpe,189415
lfe,189356
ltm,189244
lef,189193
ius,189181
wgt,189109
vih,189094
sdx,189075
lws,188995
cun,188912
sze,188887
bbm,188767
iro,188680
uoc,188632
nmp,188515
wct,188497
eag,188429
arq,188367
xpt,188333
ovp,188207
miz,188130
huc,188106
ldh,188088
ldf,188081
daj,187992
vns,187972
bmr,187941
siz,187825
faw,187818
btv,187733
dbj,187682
hya,187632
nph,187410
fpt,187286
fuk,187274
drt,187248
mwa,187242
rdu,187055
sdu,186912
ael,186911
ddh,186822
xrf,186740
pkm,186732
etr,186661
gok,186597
vti,186557
wib,186545
thk,186436
tne,186423
ovr,186370
thp,186307
nvd,186283
smx,186225
buc,186221
hhc,186104
mys,185999
cev,185958
cge,185906
dco,185857
zep,185820
nvc,185637
ubd,185564
ddu,185561
alx,185426
vre,185285
cks,185184
bdf,185072
xft,184722
mpu,184716
rbk,184666
hbm,184574
wos,184398
nub,184392
ixi,184365
uru,184200
amv,184182
rtb,184161
wpl,184067
cpk,183933
cmj,183869
psh,183783
eio,183754
ntk,183752
fme,183738
afg,183632
udi,183620
rdd,183596
fiz,183547
gmg,183545
fui,183480
bht,183395
dle,183371
oha,183198
dpv,183141
fah,182938
mgl,182873
cno,182867
ifm,182832
uws,182738
vfx,182647
gwr,182534
bwa,182415
tfa,182373
jhf,182334
bdp,182128
llu,182107
sgf,182060
gwh,181902
jcm,181839
uea,181714
nyi,181688
alw,181684
ddg,181611
lme,181251
yas,181119
kah,180953
jpc,180926
kif,180922
rmf,180867
jaa,180853
rrt,180832
vsc,180776
npb,180747
ptz,180696
rfb,180588
clv,180562
seh,180444
cgd,180431
ihl,180425
lct,180418
dto,180386
haf,180335
lna,180248
lwr,180109
ntv,180067
cwr,180034
usk,179991
wga,179916
ftl,179846
jnk,179845
ubr,179805
aef,179787
iui,179726
tyc,179665
dvl,179521
dbw,179492
ivp,179396
fdm,179207
kix,179131
nrr,179111
kcs,179084
teu,179064
rir,179033
ohe,178967
bkr,178668
smm,178638
plf,178628
gfc,178600
lla,178482
ihp,178436
ozs,178428
nuh,178345
nsk,178189
dpg,178046
pwa,178011
cxc,177893
fti,177890
mke,177854
oia,177639
imn,177569
fpi,177550
ahm,177536
tws,177494
ulp,177415
fml,177367
mdw,177191
rhe,177125
fsg,177069
ceh,177040
ifd,176937
hno,176930
mlr,176811
tme,176667
fwa,176666
twe,176471
kbp,176365
fdg,176276
nbi,176266
myb,176266
vcf,176235
reh,176194
ula,176024
phn,175801
tfr,175798
oye,175728
iwf,175706
oer,175701
sxt,175671
krb,175648
rhi,175492
aru,175441
lof,175351
xrd,175200
rsr,175192
qqq,175123
jic,175062
tup,174992
cgp,174937
hns,174791
fto,174751
upm,174710
gae,174695
uow,174687
epe,174519
ibe,174300
tde,174248
otb,174062
gcu,174062
aek,174022
afk,174001
hif,174000
sjr,173968
rtk,173921
nhp,173913
uxo,173906
ffx,173669
wfd,173636
ptm,173618
vix,173496
ptg,173446
exa,173420
clf,173380
ohn,173374
bff,173371
arj,173207
cjs,173147
pwn,173122
tnb,173068
nmt,172988
rpe,172891
frb,172712
bsh,172693
juz,172595
lxx,172567
ttr,172521
ovo,172500
dhi,172430
bbt,172400
hre,172294
ild,172232
ppk,172175
vmu,172161
ady,172037
edj,172036
esk,171950
ncf,171940
enz,171809
hrv,171787
jjb,171649
ddm,171596
sni,171444
wwc,171434
pum,171373
taq,171360
evn,171333
osr,171269
pof,171254
dcb,171114
dmh,170920
vna,170904
pef,170871
wla,170830
kad,170830
bzw,170828
btb,170816
wlp,170809
ety,170795
hev,170767
nuk,170765
lup,170763
goc,170618
olb,170612
aae,170550
vbd,170414
aua,170295
ruy,170058
zwo,170038
rvv,170011
mnd,169967
mrg,169776
pbp,169761
tud,169679
rej,169658
upu,169516
tvg,169465
xbl,169379
qsr,169271
wcf,169260
ctk,169244
aee,169204
tmn,169174
dvg,169114
uds,169064
kdb,169055
pnl,169052
lcb,168740
jid,168513
xmi,168475
vte,168418
gfr,168401
zpt,168344
rdx,168208
zeb,168184
maz,168144
lgc,168144
gbm,168125
keh,168082
sfw,167902
tdg,167896
agd,167829
keo,167778
ldt,167692
rsw,167687
rpn,167526
inb,167493
dhd,167485
txd,167449
dli,167438
htb,167382
tbm,167331
bwe,167225
nij,167214
usw,167206
frr,167203
cnb,167190
shd,167184
inm,167178
vib,167096
bpf,167082
gcf,167064
wem,167047
mez,166983
pyr,166903
wdr,166877
dtk,166870
mxl,166715
rri,166702
pjc,166577
jat,166284
ivd,166220
rnr,166160
taw,166123
zno,166113
jcn,166108
qdi,166077
opl,166013
ajs,165992
feo,165984
grl,165981
gdl,165928
uil,165811
meq,165772
flm,165638
oua,165600
nsh,165558
ril,165551
yob,165494
smn,165475
abg,165319
urt,165302
gfk,165205
nrn,165083
nyk,165055
bkk,165007
tck,165005
slx,164943
ehp,164938
flw,164879
otl,164815
oal,164771
fwp,164616
apw,164613
ftf,164581
ylt,164559
gsw,164324
sgb,164231
gbx,164152
kab,164075
cwp,163955
pbo,163897
lls,163884
srr,163852
